SlNo,CabinetId,CabinetNumber,Status,BranchId,BranchName,BranchCity,BranchArea,BranchAddress,MerchantId,MerchantName,MerchantAddress
6373,6374,BC101911010161,false,6235,New Chikpet Donne Biriyani Maruthi NAGAR,BANGALORE,KARNATAKA,"19 Maruthi NAGAR main road , Bengaluru 560068",3581,New Chikpet Donne Biriyani,"19 Maruthi NAGAR main road , Bengaluru 560068"
6374,6375,BC101911005691,false,6155,B.M Telecom Sales & Service Btm layout 1st stage,BANGALORE,KARNATAKA,"No.27, ground floor ,6th cross,20th main road ,btm layout 1st stage, Bengaluru 560068",3546,B.M Telecom Sales & Service,"No.27, ground floor ,6th cross,20th main road ,btm layout 1st stage, Bengaluru"
6375,6376,BC101911010143,false,4416,My Inkz Tattoz Art Studio OMBR Layout,BANGALORE,KARNATAKA,"Above Eartha Infotech, 1st flr, 113, 4th Cross, OMBR Layout, Bengaluru",2216,My Inkz Tattoz Art Studio,"Above Eartha Infotech, 1st flr, 113, 4th Cross, OMBR Layout, Bengaluru"
6376,6377,BC101911010145,false,4815,Million Hair Salon Iblur,BANGALORE,KARNATAKA,"13, Sarjapur Junction 2nd Cross Rd, Iblur Village, Bellandur, Bengaluru, Karnataka 560103",2505,Million Hair Salon,"Near Suncity, Bengaluru"
6377,6378,BC101911010098,false,5166,Baba Mens salon mackan Road,BANGALORE,KARNATAKA,"# 146 Police Lane B, Sterrt Mackan Road Bangalore 560001",2795,Baba Mens salon,"# 146 Police Lane B, Sterrt Mackan Road Bangalore"
6378,6379,BC101911010178,false,4897,Hash Enterprises R T Nagar,BANGALORE,KARNATAKA,"#20, 180 B, Bus Stop, Ganga Nagar, RT Nagar Post, Bengaluru 560032",2569,Hash Enterprises,"#20, 180 B, Bus Stop, Ganga Nagar, RT Nagar Post, Bengaluru"
6379,6380,BC101911006532,false,,,,,,,,
6380,6381,BC101911006531,false,6760,Symphony Unisex Salon Jakkur,BANGALORE,KARNATAKA,"No: 37/38, R R Complex, Amruthahalli Main Road, 4th Cross Navya Nagar Rd, opposite Bartha Seva Ashrama, Jakkur, Bengaluru, Karnataka 560064, India",3922,Symphony Unisex Salon,"38/1 RR Complex Amruthahalli Main Road Navyanagar Jakkur Bangalore 560064"
6381,6382,BC101911003212,false,5253,Limra Saloon Shampur Main Road,BANGALORE,KARNATAKA,"#773 & 732, Chinnanna Layout, AMC Road, Shamour Main Road, Opp. Ambedkar College, Bengaluru",2871,Limra Saloon,"#773 & 732, Chinnanna Layout, AMC Road, Shamour Main Road, Opp. Ambedkar College, Bengaluru"
6382,6383,BC101911003228,false,6482,Shalini Mysore,MYSORE,KARNATAKA,"Sharadhadevi Nagar, Mysore",3751,Shalini,"Sharadhadevi Nagar, Mysore"
6383,6384,BC101911010086,false,6025,Mobile Point Pai Layout,BANGALORE,KARNATAKA,"#356, 1st Main, Pai Layout, Bengaluru",2207,Mobile Point,"Park Site, Hanuman Nagar Naka, Vikhroli Park Site Rd Number 1, Parksite Colony, Vikhroli West, Mumbai"
6384,6385,BC101911002494,false,3088,SHA's Mobile World Kamanahalli,BANGALORE,KARNATAKA,"#129,  old no 16/A Nehru Road Kammanahalli karachakanahalli bangalore 560084",1398,SHA's Mobile World,"#129,  old no 16/A Nehru Road Kammanahalli karachakanahalli bangalore 560084"
6385,6386,BC101911002647,true,5004,Goldfinch Retreat Tarabanahalli,BANGALORE,KARNATAKA,"Near Kempegowda International Airport, Tarabanahalli, Chickajala Post, Behind ITC Factory, Bengaluru 562157",2684,Goldfinch Retreat,"Near Kempegowda International Airport, Tarabanahalli, Chickajala Post, Behind ITC Factory, Bengaluru"
6386,6387,BC101911005812,true,6798,Nandini Milk Center A Narayanapura,BANGALORE,KARNATAKA,"12th Cross Kamalamma Street A Narayanapura, Bengaluru 560016",3930,Nandini Milk Center,"12th Cross Kamalamma Street A Narayanapura, Bengaluru"
6387,6388,BC101911002645,true,5004,Goldfinch Retreat Tarabanahalli,BANGALORE,KARNATAKA,"Near Kempegowda International Airport, Tarabanahalli, Chickajala Post, Behind ITC Factory, Bengaluru 562157",2684,Goldfinch Retreat,"Near Kempegowda International Airport, Tarabanahalli, Chickajala Post, Behind ITC Factory, Bengaluru"
6388,6389,BC101911003190,true,5655,Sudarshan Family Store Chickpet,BANGALORE,KARNATAKA,"#231, Chickpet, Bengaluru 560053",3168,Sudarshan Family Store.,"#231, Chickpet, Bengaluru"
6389,6390,BC101911002631,false,87,Just Bake Sadashivanagar,BANGALORE,KARNATAKA,"G3,Esteem Paza,356/20,13th cross road,opp. Bank of Baroda, Sadashivanagar,Armane Nagar,Bengaluru,560003",4,Just Bake,"Ashok Pillar cafe coffee day , Bridage homestead, Ashok Pillar"
6390,6391,BC101911010293,false,,,,,,,,
6391,6392,BC101911010225,false,6765,Royal World HAL,BANGALORE,KARNATAKA,"3rd Main, 7th Cross, LBS Nagar, HAL, Bengaluru - 560017",3925,Royal World,"3rd Main, 7th Cross, LBS Nagar, HAL, Bengaluru - 560017"
6392,6393,BC101911010219,false,125,Just Bake Mahadevpura,BANGALORE,KARNATAKA,"4/2, Sri Sathya Sai Complex, #2, Ground Floor, Outer Ring Road, Mahadevpura, Bangalore",4,Just Bake,"Ashok Pillar cafe coffee day , Bridage homestead, Ashok Pillar"
6393,6394,BC101911010360,false,3090,Bharath Electronic Officers Club BEl club,BANGALORE,KARNATAKA,"Bharath electronics officers club Jalahalli Bangalore -560013",1400,Bharath Electronic Officers Club,"Bharath electronics officers club Jalahalli Bangalore -560013"
6394,6395,BC101911009554,true,5004,Goldfinch Retreat Tarabanahalli,BANGALORE,KARNATAKA,"Near Kempegowda International Airport, Tarabanahalli, Chickajala Post, Behind ITC Factory, Bengaluru 562157",2684,Goldfinch Retreat,"Near Kempegowda International Airport, Tarabanahalli, Chickajala Post, Behind ITC Factory, Bengaluru"
6395,6396,BC101911010102,true,5740,Navrathan Jwellers Rajajinagar,BANGALORE,KARNATAKA,"120, 12th Cross Rd, near Rajajinagar, West of Chord Road 2nd Stage, Rajajinagar, Bengaluru, Karnataka 560086",3163,Navrathan Jwellers,"# 120, 12th Cross Rd, near Rajajinagar, West of Chord Road 2nd Stage, Rajajinagar, Bengaluru 560086"
6396,6397,BC101911005516,false,4218,Mr. Male Box Madiwala,BANGALORE,KARNATAKA,"2nd Main Road, 3rd Cross, Madiwala, Bengaluru 560029",2070,Mr. Male Box,"2nd Main Road, 3rd Cross, Madiwala, Bengaluru"
6397,6398,BC101912010404,false,4530,Hotel Moveinn Iblur,BANGALORE,KARNATAKA,"39/2, 5th Cross near  I Blur Bus Stop, Sarjapur outer Ring Road, Bengaluru 560102",2284,Hotel Moveinn,"39/2, 5th Cross near  I Blur Bus Stop, Sarjapur outer Ring Road, Bengaluru"
6398,6399,BC101911002583,true,5004,Goldfinch Retreat Tarabanahalli,BANGALORE,KARNATAKA,"Near Kempegowda International Airport, Tarabanahalli, Chickajala Post, Behind ITC Factory, Bengaluru 562157",2684,Goldfinch Retreat,"Near Kempegowda International Airport, Tarabanahalli, Chickajala Post, Behind ITC Factory, Bengaluru"
6399,6400,BC101911009610,false,5814,Shanu Enterprises Barthi Nagar,BANGALORE,KARNATAKA,"Sepping Road Thimmaiah Road Bharathi Nagar Bengaluru",3308,Shanu Enterprises,"# 164/2 Thimmaiah Road Barthi Nagar Bangalore 560001"
6400,6401,BC101911006754,true,5004,Goldfinch Retreat Tarabanahalli,BANGALORE,KARNATAKA,"Near Kempegowda International Airport, Tarabanahalli, Chickajala Post, Behind ITC Factory, Bengaluru 562157",2684,Goldfinch Retreat,"Near Kempegowda International Airport, Tarabanahalli, Chickajala Post, Behind ITC Factory, Bengaluru"
6401,6402,BC101911005533,false,2805,Ace Communications & Appliances Peenya,BANGALORE,KARNATAKA,"#31, Rajagopal Nagar Main Road, Peenya 2nd Stage, Bangalore - 560058, Near Rajgopal Nagar Police Station 560058",1234,Ace Communications & Appliances,"#31, Rajagopal Nagar Main Road, Peenya 2nd Stage, Bangalore - 560058, Near Rajgopal Nagar Police Station 560058"
6402,6403,BC101912010415,false,2907,Ace Communications & Appliances Shiva Complex,BANGALORE,KARNATAKA,"#10, Shiva Complex, Rajagopal Nagar Main Road, Peenya 2nd Stage, Bangalore - 560058",1234,Ace Communications & Appliances,"#31, Rajagopal Nagar Main Road, Peenya 2nd Stage, Bangalore - 560058, Near Rajgopal Nagar Police Station 560058"
6403,6404,BC101911005594,true,3434,KC Das CBI Road, Ganganagar,BANGALORE,KARNATAKA,"#32, Next to St.Jude Church, CBI road, Ganganagar, R.T.Nagar, Bangalore",1646,KC Das,"#32, Next to St.Jude Church, CBI road, Ganganagar, R.T.Nagar, Bangalore"
6404,6405,BC101911006755,false,2908,Ace Communications & Appliances Chamunda Complex,BANGALORE,KARNATAKA,"#V88, Shop no 5, Chamunda Complex, Peenya 2nd stage, Industrial Area, Bengaluru 560058",1234,Ace Communications & Appliances,"#31, Rajagopal Nagar Main Road, Peenya 2nd Stage, Bangalore - 560058, Near Rajgopal Nagar Police Station 560058"
6405,6406,BC101912010409,false,5813,SN Digital Xerox Ulsoor,BANGALORE,KARNATAKA,"# 30 St John Road Rukmani Colony Ulsoor Bengaluru 560042",3307,SN Digital Xerox,"# 30 St John Road Rukmani Colony Ulsoor Bengaluru"
6406,6407,BC101911005650,false,,,,,,,,
6407,6408,BC101911005705,false,5075,Mobile Zone All Mobile Service RT Nagar,BANGALORE,KARNATAKA,"Manorayana Palya, RT Nagar, Bengaluru 560032",2631,Mobile Zone All Mobile Service,"#4/1, Sulthanpalya Main Road, 3rd Main Bhuvaneshwarinagar, RT Nagar Post, Bengaluru"
6408,6409,BC101911009622,false,,,,,,,,
6409,6410,BC101911005582,false,181,Just Bake Jeevan Bhima Nagar,BANGALORE,KARNATAKA,"No-4,Hal 3rd Stage Jeevan Bhima Nagar Road, Bangalore 560075",4,Just Bake,"Ashok Pillar cafe coffee day , Bridage homestead, Ashok Pillar"
6410,6411,BC101911005569,true,3074,Imperio Restaurant Kalyan nagar,BANGALORE,KARNATAKA,"429, 7th Main Rd, HRBR Layout 1st Block, HRBR Layout 2nd Block, HRBR, Kalyan Nagar, Bengaluru, Karnataka 560043, India",1390,Imperio Restaurant,"Imperio Restaurant Hagadur Main Rd, Brooke Bond 1st Cross, Whitefield"
6411,6412,BC101911005572,false,6049,Walkers Sarjapur Road,BANGALORE,KARNATAKA,"SGR complex  shop no.4  Sarjapur rd opp to big bazaar carmelaram,  Bengaluru 560035",3452,Walkers,"SGR complex  shop no.4  Sarjapur rd opp to big bazaar carmelaram,  Bengaluru"
6412,6413,BC101911005637,true,3145,G Corp PropertyManagement Pvt Ltd (Icon North) Thanisandra,BANGALORE,KARNATAKA,"Icon G Corp Property Management pvt ltd, Thanisandra main road, next to Elments Mall 560077",1470,G Corp PropertyManagement Pvt Ltd (Icon North),"Icon G Corp Property Management pvt ltd, Thanisandra main road, next to Elments Mall"
6413,6414,BC101911005566,false,4447,Venture Hospitality Ind Pvt Ltd (Olde Bengaluru Resort),BANGALORE,KARNATAKA,"Chikkajala, Bengaluru, Karnataka 562157, India",2244,Venture Hospitality Ind Pvt Ltd,"#206, Utopia, Tarabanahalli, Chikjala post, Bengaluru 562157"
6414,6415,BC101911010201,false,2480,Just Bake Varthur,BANGALORE,KARNATAKA,"Sh 35 Varthur Rd, opposite Vinayaka theater, Whitefield Bengaluru, Karnataka 560087",4,Just Bake,"Ashok Pillar cafe coffee day , Bridage homestead, Ashok Pillar"
6415,6416,BC101911010085,false,4444,Zura Studio Teachers Colony,BANGALORE,KARNATAKA,"#171/38, 1st Main Road, Venkatapura Main Road,Teachers Colony, Bengaluru 560034",2242,Zura Studio,"#171/38, 1st Main Road, Teachers Colony, Bengaluru 560034"
6416,6417,BC101911002475,false,3276,Arihant Mobiles Halasuru,BANGALORE,KARNATAKA,"No2, G10th Street, Jogupalya, Halasuru Bangalore 560008",1507,Arihant Mobiles,"No2, G10th Street, Jogupalya, Halasuru Bangalore"
6417,6418,BC101911002553,false,6280,Police Station Chikkajala,BANGALORE,KARNATAKA,"Bengaluru North, Airport Road, Chikkajala, Bengaluru 562157",3619,Police Station,"Bengaluru North, Airport Road, Chikkajala, Bengaluru"
6418,6419,BC101911002533,false,3421,Wah Ji Wah Govandi,MUMBAI,MAHARASHTRA,"Near Noorani Masjid DR.Zakir Hussain Nagar Opposite Dumping Signal, Zakir Hussain Nagar, Govandi East, Mumbai, Maharashtra 400043, India",1635,Wah Ji Wah,"Ghatkopar mankhurd link road opposite dumping signale dr zakir hussain nagar Govandi,Mumbai"
6419,6420,BC101911010221,false,,,,,,,,
6420,6421,BC101911002545,false,5460,Rajanakunte Police Station Rajanakunte,BANGALORE,KARNATAKA,"Rajanakunte Police Station, Bengaluru 560064",3037,Rajanakunte Police Station,"Rajanakunte Police Station, Bengaluru"
6421,6422,BC101911010025,false,4425,Mobile Cafe BTM Layout, 1st Stage,BANGALORE,KARNATAKA,"#21, 9th Main Road, BTM Layout 1st Stage, Bengaluru",2225,Mobile Cafe,"#21, 9th Main Road, BTM Layout 1st Stage, Bengaluru"
6422,6423,BC101911005657,false,6426,Cycling Solutions Yelahanka,BANGALORE,KARNATAKA,"796, Major Sandeep Unnikrishnan Rd, Yelahanka New Town, Bengaluru 560065",3734,Cycling Solutions,"796, Major Sandeep Unnikrishnan Rd, Yelahanka New Town, Bengaluru"
6423,6424,BC101911010222,false,6053,Shaves and Trims Mens Salon Mangammapalya,BANGALORE,KARNATAKA,"43/9,Mangammana palya  Main Road Bommanahalli, Bengaluru 560076",3456,Shaves and Trims Mens Salon,"43/9,Mangammana palya  Main Road Bommanahalli, Bengaluru"
6424,6425,BC101911005671,false,6923,Healing Genie BTM Layout,BANGALORE,KARNATAKA,"89, 1st floor, 29th Main Rd, BTM 2nd Stage, Kuvempu Nagar, Stage 2, BTM 2nd Stage, Bengaluru, Karnataka 560076",4003,Healing Genie,"#89,1st Floor,29th Main Rd.,Btm 2nd Stage,Bangalore - 560076"
6425,6426,BC101911003315,true,3439,Al Baik Ramsheth Naik Road,MUMBAI,MAHARASHTRA,"127/133 shroff chawl, ramsheth naik rd mathaar pakhad mazgaon.mumbai",1632,Al Baik,"Shop A Near Shalimar Restaurant,New Mill Road,Opp Habib Hospital Haroon Manzil, Kurla, Mumbai, Maharashtra 400070"
6426,6427,BC101911005771,true,6980,Navrathan Jwellers Jayanagar,BANGALORE,KARNATAKA,"Navrathan Jewellers No. 6, 33rd Cross Rd, 4th T Block East, 4th Block, Jayanagar, Bengaluru, Karnataka 560011",3163,Navrathan Jwellers,"# 120, 12th Cross Rd, near Rajajinagar, West of Chord Road 2nd Stage, Rajajinagar, Bengaluru 560086"
6427,6428,BC101911010020,false,6925,Spice Terrace Hesaraghatta,BANGALORE,KARNATAKA,"TB Cross, Hesaraghatta, Bengaluru 560088",4005,Spice Terrace,"TB Cross, Hesaraghatta, Bengaluru 560088"
6428,6429,BC101911003186,false,4528,Cream Artisan BTM 2nd Stage,BANGALORE,KARNATAKA,"70, 7th Main Road, Mahadeshwara Nagar, Stage 2, BTM 2nd Stage, Bengaluru 560076",2282,Cream Artisan,"70, 7th Main Road, Mahadeshwara Nagar, Stage 2, BTM 2nd Stage, Bengaluru"
6429,6430,BC101911005648,false,772,Nemo Pet Shop Mira Road East,MUMBAI,MAHARASHTRA,"Shop no. 17/18, Asmita Orchid-3, opposite NH School road, mira road east",209,Nemo Pet Shop,"Shop no. 17/18, Asmita Orchid-3, opposite NH School road, mira road east"
6430,6431,BC101911005618,false,6047,Venus Tele links Marathahalli,BANGALORE,KARNATAKA,"#1096,opp ,thulsi theartre  road ,marathhalli, Bengaluru 560037",3450,Venus Tele Links,"#1096,opp ,thulsi theartre  road ,marathhalli, Bengaluru"
6431,6432,BC101911005622,true,7049,PVR Cinemas Citi Mall,MUMBAI,MAHARASHTRA,"PVR - Citi Mall Citi Mall, S.No. 41, Link Road, Village, Oshiwara, Andheri West, Mumbai, Maharashtra 400053",2,PVR Cinemas,"Block A4th FloorBuilding No.9 DLF Cyber CityPhase III Gurgaon : 122002"
6432,6433,BC101911005824,false,5740,Navrathan Jwellers Rajajinagar,BANGALORE,KARNATAKA,"120, 12th Cross Rd, near Rajajinagar, West of Chord Road 2nd Stage, Rajajinagar, Bengaluru, Karnataka 560086",3163,Navrathan Jwellers,"# 120, 12th Cross Rd, near Rajajinagar, West of Chord Road 2nd Stage, Rajajinagar, Bengaluru 560086"
6433,6434,BC101911002581,false,6915,Amul Icecream Parlour Near Seven Square Academy,MUMBAI,MAHARASHTRA,"Grand Manor Ideal Park - C and D, Deepak Hospital Rd, opp. Seven Eleven Hospital, Medetiya Nagar, Queens Park, Mira Road, Mira Bhayandar, Maharashtra 401107, India",3999,Amul Icecream Parlour,"Shop no.10,Seven Eleven Mainsion,Near Seven Square Academy,P.K.Road Mra Road East Thane"
6434,6435,BC101911005596,false,,,,,,,,
6435,6436,BC101911005586,false,1551,Joister Bandra West,MUMBAI,MAHARASHTRA,"30th Rd, Mumbai, Maharashtra 400050, India",443,Joister,"London Broadband, Office no.6, shantinath darshan, hanty park, St.Xavier school, Mira Road East"
6436,6437,BC101911006688,false,,,,,,,,
6437,6438,BC101911005646,false,3440,Al Baik Mandvi Post Office,MUMBAI,MAHARASHTRA,"Shop no. 3/4,62/64 mew kazi street nr mandvi post office. mumbai",1632,Al Baik,"Shop A Near Shalimar Restaurant,New Mill Road,Opp Habib Hospital Haroon Manzil, Kurla, Mumbai, Maharashtra 400070"
6438,6439,BC101911002596,true,4278,Musele Mechanic Gym Channasandra,BANGALORE,KARNATAKA,"near 5th stage,RR Nagar,Bengaluru,Karnataka,560098",2120,Musele Mechanic Gym,"234, Kengeri Uttrahalli Main road, Fround Floor, SK Complex, Channasandra, Bengaluru"
6439,6440,BC101911001367,false,,,,,,,,
6440,6441,BC101911006591,false,,,,,,,,
6441,6442,BC101911006522,true,3146,The Shack Hotel Ramamurthy Nagar,BANGALORE,KARNATAKA,"https://www.google.com/maps/place/HOTEL+THE+SHACK/@13.0125762,77.6633892,17z/data=!3m1!4b1!4m8!3m7!1s0x3bae115097d8efc7:0x711920cb7c60d460!5m2!4m1!1i2!8m2!3d13.012571!4d77.6655779",1471,The Shack Hotel,"The Shack Hotel #41, Ramamurthy Nagar main road Bangalore"
6442,6443,BC101911006526,false,6593,Basava Enterprises Papareddy Palya,BANGALORE,KARNATAKA,"BASAVA ENTERPRISES #-25B/26A , 1st cross , K K layout Behind Deepa complex Papareddy palya, Marilingappa Extension, Bengaluru, Karnataka 560072",3782,Basava Enterprises,"#-25B/26A , 1st cross , K K layout Behind Deepa complex Papareddy palya, Marilingappa Extension, Bengaluru"
6443,6444,BC101911006410,false,6070,Khans Biryani Tavarekere,BANGALORE,KARNATAKA,"#75,tavarekere main road ,near bus stop, Bengaluru 560029",3474,Khans Biryani,"#75,tavarekere main road ,near bus stop, Bengaluru"
6444,6445,BC101911003301,false,2588,Rich Trends Virugambakkam,CHENNAI,TAMIL NADU,"No.30, Kaliamman Koil Street, Virugambakkam, Chennai - 600092, Near Akr Mahal",1063,Rich Trends,"No 3, Janagirathna Nagar , Opp sri vijaya mahal , T.h Road , Minjur , Chennai-601203"
6445,6446,BC101911001729,false,4989,Buttons Redhills,CHENNAI,TAMIL NADU,"NO : 202/1, 306, GNT Rd, Red Hills, Tamil Nadu 600052",2538,Buttons,""No:56, Arcot Rd, Subramanya Swamy Nagar, Valasaravakkam, Chennai, Tamil Nadu 600087  ""
6446,6447,BC101911005696,false,4898,Lajawaab Indian Grills Restaurant R T Nagar,BANGALORE,KARNATAKA,"# 40 near Radhakrishna Theatre, Muneshwara C Block, Matadahalli, RT Nagar Bengaluru, Karnataka 560032",2570,Lajawaab Indian Grills Restaurant,"No. 97, Muneshwara Block, Matadahalli, RT Nagar, Bengaluru"
6447,6448,BC101911002568,false,,,,,,,,
6448,6449,BC101911008780,false,,,,,,,,
6449,6450,BC101911008783,false,6597,Dinka Multispeciality Clinic & Center For Diabetes Kodichikanahalli,BANGALORE,KARNATAKA,"Shanishvara Swamy Temple, 31/1B , madhu papanna building, KODICHIKKANAHALLI LAST BUS STOP Next to, Opposite udaya super market, Bengaluru, Karnataka 560076",3786,Dinka Multispeciality Clinic & Center For Diabetes,"Shanishvara Swamy Temple, 31/1B , madhu papanna building, KODICHIKKANAHALLI LAST BUS STOP Next to, Opposite udaya super market, Bengaluru, Karnataka 560076"
6450,6451,BC101911008792,true,2373,Nitte Meenakshi Yelahanka,BANGALORE,KARNATAKA,"No.6429, Govindapura, Gollahalli, Yelahanka, Bangalore - 560064, Near to National High Way Nh 7",925,Nitte Meenakshi,"govindapura, Gollahalli, Yelahanka, Bengaluru, Karnataka 560064"
6451,6452,BC101911005658,false,,,,,,,,
6452,6453,BC101911010237,false,5010,Vidhyaranyapura Police Station Vidhyaranyapura,BANGALORE,KARNATAKA,"#281, BEL 6th Block, BEL Layout 6th Block, Vidyaranyapura, Bengaluru 560097",2690,Vidhyaranyapura Police Station,"#281, BEL 6th Block, BEL Layout 6th Block, Vidyaranyapura, Bengaluru"
6453,6454,BC101911005523,true,3618,Maharshi Savita Samaja Bachelor Of Education College Sanjay Nagar,BANGALORE,KARNATAKA,"6, Ngef Colony, 5 NGEF Layout, Sachidananda Nagar, Nagashetty Halli, Sanjaynagar Bengaluru, Karnataka 560094",1791,Maharshi Savita Samaja Bachelor of Education College,"5th Cross Rd Adjacent to post office/ Bank of India, Sanjaynagar, Bengaluru"
6454,6455,BC101911008810,true,7067,Synerge Co-working 2 Jayanagar,BANGALORE,KARNATAKA,"16th Main Rd, 4th T Block East, Pattabhirama Nagar, Jayanagar, Bengaluru, Karnataka 560041",4109,Synerge Co-working,"SYNERGE Tower 1, No. 1573, 39th F Cross Rd, 4th T Block East Opp to Saphire Honda Service centre, Jayanagar, Bengaluru, Karnataka 560041"
6455,6456,BC101911005766,false,6606,Siddivinayaka Telelink Muddinapalya,BANGALORE,KARNATAKA,"Byregowda Layout, Annapurneshwari Nagar, Bengaluru, Karnataka 560091, India",3792,Siddivinayaka Telelink,"No.3216 7th block vishveshwaraiah layout muddinapalya  main road, Bengaluru"
6456,6457,BC101911009342,false,1972,Thirukumaran Stores Karayanchavadi,CHENNAI,TAMIL NADU,"348, Poonamallee High Rd, Karayanchavadi, Chennai, Tamil Nadu 600056",617,Thirukumaran Stores,"348, Poonamallee High Rd, Karayanchavadi, Chennai, Tamil Nadu 600056"
6457,6458,BC101911009344,false,6020,Mahadevapura Police Station Krishnarajapura,BANGALORE,KARNATAKA,"Whitefield Main Rd, Beside Singayyanapalya Bus Stop, Singayyanapalya, Krishnarajapura, Bengaluru",3426,Mahadevapura Police Station,"Whitefield Main Rd, Beside Singayyanapalya Bus Stop, Singayyanapalya, Krishnarajapura, Bengaluru"
6458,6459,BC101911009329,false,3067,New Ambur Hot Dum Biryani  Brook Field,BANGALORE,KARNATAKA,"No34 ITPL road Kundalahalli opp brigade tech garden Blr -560037",1386,New Ambur Hot Dum Biryani,"No34 ITPL road Kundalahalli opp brigade tech garden Blr -37"
6459,6460,BC101911009340,true,4212,Dwarakamayi Enterprises / Lassi Shop Dickenson Road,BANGALORE,KARNATAKA,"#111/1 111/2, Dikenson Road, Bengaluru",2065,Dwarakamayi Enterprises / Lassi Shop,"#111/1 111/2, Dikenson Road, Bengaluru"
6460,6461,BC101911009324,false,,,,,,,,
6461,6462,BC101911009761,false,2572,Maatram East Tambaram,CHENNAI,TAMIL NADU,"No 164 Lakshmi Complex Aadhi Nagar, Velacheri Main Road, Tambaram East, Chennai - 600059, Near Sankara Vidyala School",1054,Maatram,"No.164, lakshmi complex, velecherry Main road, Aashi nagar, East Tambaram, Chennai 59"
6462,6463,BC101911000834,false,132,Just Bake Ullal,BANGALORE,KARNATAKA,"41, Lakshmi Complex, Ullal Main Road, Munneshwara Nagar, Near Bangalore University Quaters, Bangalore,Karnataka,560056",4,Just Bake,"Ashok Pillar cafe coffee day , Bridage homestead, Ashok Pillar"
6463,6464,BC101911009323,false,3553,Cafe Coffee Day Hiranandani Estate,THANE,MAHARASHTRA,"Patlipada, Thane West, Thane, Maharashtra, India",5,Cafe Coffee Day,"CAFE COFFEE DAY, GROUND FLOOR,        NO 35/4, CUNNINGHAM ROAD,        560052"
6464,6465,BC101911009282,false,3653,Phone Acc Oil Mill Road,BANGALORE,KARNATAKA,"Oil mill road Aravind nagar, opp iyengar bakery Bengaluru 560084",1794,Phone Acc,"Oil mill road Aravind nagar, opp iyengar bakery Bengaluru"
6465,6466,BC101911009740,true,3532,Cafe Coffee Day Hiranandani Meadows,THANE,MAHARASHTRA,"Hiranandani Meadows, Opposite Pokhran Road, Vasant Vihar, Thane West, Thane,400607",5,Cafe Coffee Day,"CAFE COFFEE DAY, GROUND FLOOR,        NO 35/4, CUNNINGHAM ROAD,        560052"
6466,6467,BC101911006414,true,3121,NS Enterprises Rehan Plaza,THANE,MAHARASHTRA,"Shop No 2, Rehan plaza, Kausa, Mumbra 400612.",1426,NS Enterprises,"Shop No 2, Zaitun Baug Shimla Park Kausa Mumbra 400612"
6467,6468,BC101911010075,false,,,,,,,,
6468,6469,BC101911006413,false,3443,Cafe Coffee Day Pranjee Marina,MUMBAI,MAHARASHTRA,"UNIT NO. 1A, PRANJEE MARINA, VASHI MAIN ROAD,Mumbai, 400709",5,Cafe Coffee Day,"CAFE COFFEE DAY, GROUND FLOOR,        NO 35/4, CUNNINGHAM ROAD,        560052"
6469,6470,BC101911006518,false,1963,The Chimney Cartel Mogappair,CHENNAI,TAMIL NADU,"35MH+FW Chennai, Tamil Nadu",608,The Chimney Cartel,"12/562, Thiruvalluvar Road, 4th Main Rd, Paneer Nagar, J J Nagar, Mogappair East, Chennai, Tamil Nadu 600037"
6470,6471,BC101911010115,false,2589,Rich Trends Kodungaiyur,CHENNAI,TAMIL NADU,"19/2 , Meenambal Salai , K.K.D Nagar , Kodungaiyur , Chennai-600118",1063,Rich Trends,"No 3, Janagirathna Nagar , Opp sri vijaya mahal , T.h Road , Minjur , Chennai-601203"
6471,6472,BC101911006546,false,4133,Y K Motors Opposite Raheja Plaza,MUMBAI,MAHARASHTRA,"shop no 1 near Panki Shah Dargah opp Raheja plaza lbs Marg Ghatkopar West Mumbai",2046,Y K Motors,"shop no 1 near pankesha baba dargha opp Raheja plaza lbs Marg Ghatkopar West Mumbai"
6472,6473,BC101911008358,false,3549,Deep Life Savers Opposite Railway Station,MUMBAI,MAHARASHTRA,"602, Neelyog Square I max theatre Ghatkopar East Mumbai",1733,Deep Life Savers,"602, Neelyog Square I max theatre Ghatkopar East Mumbai"
6473,6474,BC101911010062,false,2916,Cafe Coffee Day RR Nagar,BANGALORE,KARNATAKA,"GF - No. 461, 18th Main, 80 Feet Road, RR Nagar, Bengaluru, Karnataka- 560098.",5,Cafe Coffee Day,"CAFE COFFEE DAY, GROUND FLOOR,        NO 35/4, CUNNINGHAM ROAD,        560052"
6474,6475,BC101911002814,false,,,,,,,,
6475,6476,BC101911008357,true,3243,Silver Line Construction Near Muncipal School,THANE,MAHARASHTRA,"Off, no,1 Azmi compound Plot no, 67Nr municipal school,MM Valley, Mumbra Thane 400612",1494,Silver Line Construction,"Off, no,1 Azmi compound Plot no, 67Nr municipal school,MM Valley, Mumbra Thane 400612."
6476,6477,BC101912010407,false,4222,Clarks Exotica Resort & Spa Sadahalli Post,BANGALORE,KARNATAKA,"Swiss Town,, Hollywood Junction, Sadahalli Post, Devenahalli Road, Bengaluru 562110",2085,Clarks Exotica Resort & Spa,"Swiss Town,, Hollywood Junction, Sadahalli Post, Devenahalli Road, Bengaluru"
6477,6478,BC101911008346,false,,,,,,,,
6478,6479,BC101911002546,false,,,,,,,,
